Gene,Sample,IP2IN
LOC4805345,Tm_H4K20me3,0.849222
LOC4801339,Hm_H4K16AC,1.22445
LOC4801339,Hm_H4K20me3,0.945307
LOC4801339,Hm_H3K9me2,0.994987
LOC4801339,Tm_H4K16AC,0.856533
LOC4801339,Tm_H3K9me2,0.87724
LOC4801339,Tm_H4K20me3,1.38346
LOC4817485,Tm_H3K9me2,0.76145
LOC4817485,Tm_H4K20me3,0.890617
LOC4817485,Tm_H4K16AC,1.10642
LOC4817485,Hm_H4K20me3,0.724827
LOC4817485,Hm_H4K16AC,1.39828
LOC4817485,Hm_H3K9me2,0.905329
LOC4818147,Tm_H4K20me3,0.505182
LOC4818147,Hm_H4K16AC,0.562485
LOC4818147,Hm_H4K20me3,0.661612
LOC4818147,Tm_H4K16AC,1.09896
LOC4818147,Tm_H3K9me2,0.842834
LOC4818147,Hm_H3K9me2,0.85983
LOC4816079,Tm_H3K9me2,1.47893
LOC4816079,Tm_H4K16AC,2.7545
LOC4816079,Hm_H4K16AC,3.11762
LOC4816079,Hm_H3K9me2,0.754431
LOC4816079,Tm_H4K20me3,1.27478
LOC4816079,Hm_H4K20me3,0.937964
LOC4818018,Tm_H4K20me3,0.710444
LOC4818018,Hm_H3K9me2,0.525177
LOC4818018,Tm_H3K9me2,1.12543
LOC4818018,Hm_H4K16AC,0.690048
LOC4818018,Tm_H4K16AC,1.93375
LOC4818018,Hm_H4K20me3,0.754021
LOC4811773,Hm_H3K9me2,0.876138
LOC4811773,Hm_H4K16AC,1.46631
LOC4811773,Tm_H4K16AC,2.70018
LOC4811773,Tm_H4K20me3,0.641054
LOC4811773,Hm_H4K20me3,0.789667
LOC4811773,Tm_H3K9me2,1.34856
LOC4818017,Hm_H4K20me3,1.19739
LOC4818017,Hm_H4K16AC,1.16255
LOC4818017,Tm_H4K16AC,0.919989
LOC4818017,Tm_H4K20me3,1.2739
LOC4818017,Tm_H3K9me2,1.05351
LOC4818017,Hm_H3K9me2,0.966969
LOC6898305,Tm_H3K9me2,1.27227
LOC6898305,Hm_H4K16AC,1.23006
LOC6898305,Tm_H4K20me3,1.42491
LOC6898305,Hm_H3K9me2,1.45215
LOC6898305,Hm_H4K20me3,1.42223
LOC6898305,Tm_H4K16AC,1.07784
LOC4814604,Hm_H4K20me3,1.04573
LOC4814604,Tm_H4K20me3,1.48053
LOC4814604,Tm_H3K9me2,0.98082
LOC4814604,Hm_H3K9me2,0.970553
LOC4814604,Tm_H4K16AC,2.26597
LOC4814604,Hm_H4K16AC,4.20576
LOC6898164,Hm_H4K16AC,2.14176
LOC6898164,Tm_H3K9me2,1.47115
LOC6898164,Tm_H4K20me3,2.52913
LOC6898164,Hm_H3K9me2,1.41893
LOC6898164,Tm_H4K16AC,0.93894
LOC6898164,Hm_H4K20me3,1.41154
LOC4817758,Hm_H4K20me3,1.0603
LOC4817758,Tm_H3K9me2,0.51297
LOC4817758,Tm_H4K20me3,0.457989
LOC4817758,Hm_H4K16AC,0.432619
LOC4817758,Tm_H4K16AC,1.00018
LOC4817758,Hm_H3K9me2,0.927297
LOC4801877,Hm_H3K9me2,1.08787
LOC4801877,Hm_H4K20me3,1.14997
LOC4801877,Tm_H3K9me2,0.692513
LOC4801877,Hm_H4K16AC,1.31187
LOC4801877,Tm_H4K16AC,1.15929
LOC4801877,Tm_H4K20me3,0.995035
LOC6901871,Tm_H4K20me3,2.58685
LOC6901871,Hm_H4K16AC,4.71767
LOC6901871,Hm_H3K9me2,1.28522
LOC6901871,Tm_H3K9me2,1.72146
LOC6901871,Hm_H4K20me3,1.0371
LOC6901871,Tm_H4K16AC,2.28256
LOC4816193,Hm_H4K20me3,1.15539
LOC4816193,Tm_H3K9me2,0.791073
LOC4816193,Tm_H4K16AC,1.34972
LOC4816193,Hm_H4K16AC,0.782761
LOC4816193,Hm_H3K9me2,1.04232
LOC4816193,Tm_H4K20me3,1.16923
LOC4803492,Tm_H4K20me3,1.62012
LOC4803492,Tm_H3K9me2,1.05506
LOC4803492,Hm_H3K9me2,1.00821
LOC4803492,Tm_H4K16AC,1.15722
LOC4803492,Hm_H4K20me3,1.01362
LOC4803492,Hm_H4K16AC,2.82528
LOC4812718,Tm_H4K16AC,1.41641
LOC4812718,Tm_H4K20me3,1.60735
LOC4812718,Hm_H4K16AC,8.80892
LOC4812718,Hm_H4K20me3,1.63501
LOC4812718,Tm_H3K9me2,0.67953
LOC4812718,Hm_H3K9me2,1.30683
LOC4812716,Tm_H4K16AC,3.04302
LOC4812716,Tm_H3K9me2,1.1473
LOC4812716,Hm_H4K16AC,6.64182
LOC4812716,Tm_H4K20me3,1.66838
LOC4812716,Hm_H3K9me2,0.83063
LOC4812716,Hm_H4K20me3,0.982032
LOC4812719,Hm_H4K16AC,12.571
LOC4812719,Tm_H4K16AC,2.24679
LOC4812719,Tm_H3K9me2,1.13301
LOC4812719,Hm_H3K9me2,0.937147
LOC4812719,Hm_H4K20me3,0.901646
LOC4812719,Tm_H4K20me3,2.7987
LOC4812717,Hm_H3K9me2,0.882149
LOC4812717,Tm_H4K20me3,2.57258
LOC4812717,Tm_H4K16AC,2.51061
LOC4812717,Hm_H4K16AC,8.0546
LOC4812717,Tm_H3K9me2,1.25335
LOC4812717,Hm_H4K20me3,0.850328
LOC4815150,Tm_H3K9me2,1.93085
LOC4815150,Tm_H4K20me3,2.65412
LOC4815150,Hm_H4K20me3,1.93134
LOC4815150,Tm_H4K16AC,1.11475
LOC4815150,Hm_H4K16AC,7.58284
LOC4815150,Hm_H3K9me2,1.44203
LOC4815092,Tm_H4K20me3,2.08109
LOC4815092,Tm_H4K16AC,1.5037
LOC4815092,Hm_H4K20me3,1.13729
LOC4815092,Tm_H3K9me2,1.52083
LOC4815092,Hm_H4K16AC,9.20032
LOC4815092,Hm_H3K9me2,1.77661
LOC6902604,Tm_H4K20me3,0.487411
LOC6902604,Hm_H4K20me3,0.80646
LOC6902604,Hm_H4K16AC,0.657538
LOC6902604,Tm_H4K16AC,1.24951
LOC6902604,Hm_H3K9me2,0.861849
LOC6902604,Tm_H3K9me2,0.775785
LOC4815353,Tm_H4K20me3,0.9115
LOC4815353,Tm_H4K16AC,3.29737
LOC4815353,Hm_H3K9me2,0.821666
LOC4815353,Hm_H4K16AC,5.91694
LOC4815353,Hm_H4K20me3,0.965913
LOC4815353,Tm_H3K9me2,0.765697
LOC6901837,Tm_H3K9me2,1.17858
LOC6901837,Tm_H4K16AC,2.90578
LOC6901837,Hm_H3K9me2,0.821035
LOC6901837,Hm_H4K16AC,5.76689
LOC6901837,Tm_H4K20me3,1.78655
LOC6901837,Hm_H4K20me3,0.915571
LOC6901166,Hm_H3K9me2,0.92222
LOC6901166,Tm_H4K20me3,0.835528
LOC6901166,Hm_H4K16AC,2.85763
LOC6901166,Tm_H3K9me2,1.20538
LOC6901166,Tm_H4K16AC,1.88639
LOC6901166,Hm_H4K20me3,0.885692
LOC6902762,Hm_H4K16AC,0.741555
LOC6902762,Tm_H4K20me3,0.762833
LOC6902762,Tm_H4K16AC,1.31711
LOC6902762,Hm_H3K9me2,1.22013
LOC6902762,Hm_H4K20me3,1.1082
LOC6902762,Tm_H3K9me2,0.968823
LOC6902355,Tm_H3K9me2,0.974057
LOC6902355,Hm_H4K20me3,1.06837
LOC6902355,Hm_H4K16AC,1.05199
LOC6902355,Tm_H4K16AC,1.25526
LOC6902355,Hm_H3K9me2,1.00105
LOC6902355,Tm_H4K20me3,1.18426
LOC4814575,Hm_H4K20me3,0.983112
LOC4814575,Hm_H3K9me2,0.841351
LOC4814575,Tm_H3K9me2,0.787553
LOC4814575,Tm_H4K20me3,0.296974
LOC4814575,Hm_H4K16AC,1.16618
LOC4814575,Tm_H4K16AC,1.73875
LOC4805716,Hm_H3K9me2,1.02773
LOC4805716,Tm_H4K20me3,1.23069
LOC4805716,Tm_H4K16AC,0.941953
LOC4805716,Tm_H3K9me2,0.965251
LOC4805716,Hm_H4K16AC,1.00947
LOC4805716,Hm_H4K20me3,1.08306
LOC4811997,Tm_H4K16AC,2.82102
LOC4811997,Hm_H3K9me2,0.946774
LOC4811997,Tm_H4K20me3,1.55785
LOC4811997,Tm_H3K9me2,1.24538
LOC4811997,Hm_H4K20me3,0.959688
LOC4811997,Hm_H4K16AC,3.89721
LOC4803852,Hm_H3K9me2,0.889293
LOC4803852,Hm_H4K20me3,0.73325
LOC4803852,Tm_H3K9me2,0.979437
LOC4803852,Hm_H4K16AC,1.4494
LOC4803852,Tm_H4K20me3,1.11187
LOC4803852,Tm_H4K16AC,1.26313
LOC4817417,Tm_H4K16AC,0.920329
LOC4817417,Hm_H3K9me2,1.49651
LOC4817417,Hm_H4K20me3,1.24507
LOC4817417,Hm_H4K16AC,1.22005
LOC4817417,Tm_H4K20me3,1.63003
LOC4817417,Tm_H3K9me2,1.29851
LOC4813823,Hm_H4K20me3,1.38948
LOC4813823,Tm_H3K9me2,1.24148
LOC4813823,Hm_H3K9me2,0.900899
LOC4813823,Hm_H4K16AC,4.6685
LOC4813823,Tm_H4K16AC,1.22764
LOC4813823,Tm_H4K20me3,2.92845
LOC4802726,Hm_H4K20me3,0.864423
LOC4802726,Hm_H3K9me2,0.955954
LOC4802726,Tm_H3K9me2,0.701342
LOC4802726,Tm_H4K20me3,0.940805
LOC4802726,Tm_H4K16AC,0.982375
LOC4802726,Hm_H4K16AC,1.42196
LOC4812251,Hm_H4K16AC,15.292
LOC4812251,Tm_H3K9me2,1.35946
LOC4812251,Hm_H3K9me2,1.06266
LOC4812251,Hm_H4K20me3,0.913151
LOC4812251,Tm_H4K16AC,3.11214
LOC4812251,Tm_H4K20me3,1.7865
LOC4800324,Tm_H3K9me2,0.745609
LOC4800324,Hm_H4K16AC,1.77229
LOC4800324,Hm_H3K9me2,0.875116
LOC4800324,Hm_H4K20me3,0.832988
LOC4800324,Tm_H4K16AC,1.25443
LOC4800324,Tm_H4K20me3,0.906489
LOC4811696,Hm_H4K20me3,1.14541
LOC4811696,Tm_H3K9me2,1.09498
LOC4811696,Hm_H3K9me2,1.00713
LOC4811696,Tm_H4K16AC,1.05125
LOC4811696,Tm_H4K20me3,1.07037
LOC4811696,Hm_H4K16AC,1.19291
LOC4803687,Hm_H4K20me3,0.631845
LOC4803687,Tm_H4K16AC,1.48241
LOC4803687,Tm_H4K20me3,0.66575
LOC4803687,Hm_H3K9me2,0.585673
LOC4803687,Hm_H4K16AC,0.420428
LOC4803687,Tm_H3K9me2,0.850473
LOC6901818,Hm_H4K20me3,1.64412
LOC6901818,Tm_H4K20me3,1.56057
LOC6901818,Tm_H3K9me2,1.46458
LOC6901818,Hm_H3K9me2,1.55762
LOC6901818,Tm_H4K16AC,2.02244
LOC6901818,Hm_H4K16AC,4.33754
LOC4802257,Tm_H3K9me2,0.823353
LOC4802257,Hm_H4K16AC,0.870902
LOC4802257,Hm_H3K9me2,0.997733
LOC4802257,Tm_H4K20me3,1.08556
LOC4802257,Tm_H4K16AC,0.888545
LOC4802257,Hm_H4K20me3,1.37569
LOC4817545,Tm_H4K16AC,0.86943
LOC4817545,Hm_H4K16AC,3.74018
LOC4817545,Tm_H4K20me3,2.10039
LOC4817545,Hm_H3K9me2,1.46984
LOC4817545,Tm_H3K9me2,1.43146
LOC4817545,Hm_H4K20me3,1.38013
LOC4802026,Tm_H3K9me2,0.789321
LOC4802026,Tm_H4K20me3,0.94965
LOC4802026,Tm_H4K16AC,1.58253
LOC4802026,Hm_H4K20me3,1.06082
LOC4802026,Hm_H3K9me2,0.928518
LOC4802026,Hm_H4K16AC,0.911903
LOC4804201,Tm_H4K20me3,1.01462
LOC4804201,Hm_H4K20me3,0.787799
LOC4804201,Hm_H4K16AC,1.12108
LOC4804201,Tm_H3K9me2,0.880869
LOC4804201,Hm_H3K9me2,0.948123
LOC4804201,Tm_H4K16AC,0.860125
LOC4813322,Hm_H3K9me2,1.05482
LOC4813322,Hm_H4K16AC,6.87117
LOC4813322,Hm_H4K20me3,1.15163
LOC4813322,Tm_H3K9me2,1.1945
LOC4813322,Tm_H4K20me3,2.28069
LOC4813322,Tm_H4K16AC,2.68931
LOC4813231,Hm_H4K20me3,1.00179
LOC4813231,Hm_H3K9me2,0.912178
LOC4813231,Tm_H4K16AC,1.36766
LOC4813231,Tm_H4K20me3,1.52934
LOC4813231,Hm_H4K16AC,1.93709
LOC4813231,Tm_H3K9me2,1.24922
LOC4801875,Hm_H4K20me3,1.46237
LOC4801875,Hm_H3K9me2,1.14007
LOC4801875,Tm_H3K9me2,0.680976
LOC4801875,Hm_H4K16AC,1.3926
LOC4801875,Tm_H4K16AC,1.26184
LOC4801875,Tm_H4K20me3,1.0754
LOC4800827,Hm_H4K20me3,1.22539
LOC4800827,Tm_H3K9me2,0.756984
LOC4800827,Tm_H4K16AC,1.15702
LOC4800827,Tm_H4K20me3,1.10501
LOC4800827,Hm_H4K16AC,1.42191
LOC4800827,Hm_H3K9me2,1.10902
LOC4814779,Tm_H4K20me3,1.55427
LOC4814779,Tm_H4K16AC,0.879105
LOC4814779,Hm_H4K20me3,1.24244
LOC4814779,Hm_H3K9me2,1.03219
LOC4814779,Tm_H3K9me2,1.1724
LOC4814779,Hm_H4K16AC,2.33239
LOC4803249,Hm_H4K16AC,0.787399
LOC4803249,Hm_H3K9me2,0.950031
LOC4803249,Hm_H4K20me3,0.98562
LOC4803249,Tm_H3K9me2,1.13835
LOC4803249,Tm_H4K20me3,0.744807
LOC4803249,Tm_H4K16AC,0.853243
LOC6902405,Tm_H4K20me3,0.718164
LOC6902405,Hm_H3K9me2,0.921142
LOC6902405,Hm_H4K20me3,0.812776
LOC6902405,Hm_H4K16AC,0.586196
LOC6902405,Tm_H4K16AC,0.840526
LOC6902405,Tm_H3K9me2,1.10429
LOC4803163,Tm_H4K20me3,1.52414
LOC4803163,Hm_H4K20me3,0.906066
LOC4803163,Tm_H3K9me2,1.33764
LOC4803163,Hm_H3K9me2,1.17334
LOC4803163,Tm_H4K16AC,1.06405
LOC4803163,Hm_H4K16AC,1.77741
LOC6901306,Hm_H3K9me2,0.939398
LOC6901306,Tm_H3K9me2,1.25686
LOC6901306,Tm_H4K20me3,0.972638
LOC6901306,Tm_H4K16AC,1.24456
LOC6901306,Hm_H4K16AC,1.32326
LOC6901306,Hm_H4K20me3,0.732053
LOC4815465,Tm_H3K9me2,1.29429
LOC4815465,Hm_H3K9me2,0.846244
LOC4815465,Hm_H4K20me3,1.05421
LOC4815465,Hm_H4K16AC,2.5766
LOC4815465,Tm_H4K20me3,1.49785
LOC4815465,Tm_H4K16AC,2.58639
LOC6900498,Tm_H4K16AC,1.46748
LOC6900498,Tm_H3K9me2,0.781675
LOC6900498,Hm_H4K20me3,0.808194
LOC6900498,Tm_H4K20me3,0.809717
LOC6900498,Hm_H3K9me2,0.822823
LOC6900498,Hm_H4K16AC,1.02166
LOC4816479,Hm_H3K9me2,1.05474
LOC4816479,Tm_H3K9me2,1.08124
LOC4816479,Tm_H4K16AC,0.881382
LOC4816479,Tm_H4K20me3,1.04873
LOC4816479,Hm_H4K16AC,0.948891
LOC4816479,Hm_H4K20me3,1.0521
LOC4800483,Tm_H3K9me2,0.730483
LOC4800483,Hm_H4K16AC,1.82594
LOC4800483,Hm_H4K20me3,1.48764
LOC4800483,Tm_H4K20me3,1.48398
LOC4800483,Tm_H4K16AC,0.887753
LOC4800483,Hm_H3K9me2,1.06205
LOC4815303,Hm_H4K16AC,5.06976
LOC4815303,Hm_H4K20me3,0.62589
LOC4815303,Tm_H4K20me3,0.848976
LOC4815303,Hm_H3K9me2,0.694141
LOC4815303,Tm_H3K9me2,0.924603
LOC4815303,Tm_H4K16AC,2.70204
LOC4802776,Hm_H3K9me2,1.3427
LOC4802776,Hm_H4K16AC,1.21255
LOC4802776,Tm_H4K16AC,1.35778
LOC4802776,Tm_H3K9me2,1.04969
LOC4802776,Tm_H4K20me3,1.69159
LOC4802776,Hm_H4K20me3,1.50239
LOC4802017,Hm_H4K16AC,0.767962
LOC4802017,Tm_H4K16AC,0.967245
LOC4802017,Tm_H3K9me2,0.928305
LOC4802017,Hm_H4K20me3,1.10905
LOC4802017,Tm_H4K20me3,0.873184
LOC4802017,Hm_H3K9me2,0.953966
LOC6901255,Hm_H4K20me3,0.735929
LOC6901255,Hm_H3K9me2,0.79209
LOC6901255,Tm_H4K20me3,1.09759
LOC6901255,Tm_H3K9me2,0.819067
LOC6901255,Tm_H4K16AC,3.16265
LOC6901255,Hm_H4K16AC,2.89316
LOC4816014,Tm_H4K16AC,2.86555
LOC4816014,Tm_H3K9me2,0.982775
LOC4816014,Hm_H4K16AC,5.34404
LOC4816014,Tm_H4K20me3,0.802003
LOC4816014,Hm_H4K20me3,1.12321
LOC4816014,Hm_H3K9me2,0.855759
LOC4800853,Tm_H4K16AC,0.924498
LOC4800853,Tm_H3K9me2,0.916485
LOC4800853,Tm_H4K20me3,1.3739
LOC4800853,Hm_H4K20me3,1.19375
LOC4800853,Hm_H4K16AC,1.49451
LOC4800853,Hm_H3K9me2,1.1714
LOC4816146,Hm_H3K9me2,1.21472
LOC4816146,Hm_H4K20me3,1.33396
LOC4816146,Tm_H4K20me3,1.32598
LOC4816146,Hm_H4K16AC,1.3985
LOC4816146,Tm_H4K16AC,0.761489
LOC4816146,Tm_H3K9me2,0.949549
LOC6902148,Tm_H4K16AC,1.29233
LOC6902148,Tm_H3K9me2,1.42234
LOC6902148,Hm_H3K9me2,1.01193
LOC6902148,Hm_H4K20me3,0.922097
LOC6902148,Tm_H4K20me3,1.41446
LOC6902148,Hm_H4K16AC,2.013
LOC4815030,Tm_H4K20me3,0.36471
LOC4815030,Hm_H3K9me2,0.737023
LOC4815030,Tm_H4K16AC,2.00658
LOC4815030,Hm_H4K20me3,0.586541
LOC4815030,Hm_H4K16AC,0.817635
LOC4815030,Tm_H3K9me2,0.709252
LOC4812096,Hm_H3K9me2,0.767743
LOC4812096,Tm_H4K16AC,3.39288
LOC4812096,Hm_H4K20me3,0.641759
LOC4812096,Hm_H4K16AC,4.34612
LOC4812096,Tm_H4K20me3,0.984569
LOC4812096,Tm_H3K9me2,0.754997
LOC6901553,Tm_H3K9me2,1.46142
LOC6901553,Tm_H4K16AC,1.65985
LOC6901553,Hm_H4K16AC,4.13627
LOC6901553,Hm_H3K9me2,1.12377
LOC6901553,Hm_H4K20me3,1.0955
LOC6901553,Tm_H4K20me3,1.49675
LOC4812981,Hm_H4K16AC,5.26225
LOC4812981,Tm_H4K20me3,1.48161
LOC4812981,Hm_H4K20me3,0.979519
LOC4812981,Tm_H3K9me2,1.04169
LOC4812981,Tm_H4K16AC,2.37079
LOC4812981,Hm_H3K9me2,0.787335
LOC6899016,Tm_H4K20me3,0.810214
LOC6899016,Hm_H4K16AC,0.8084
LOC6899016,Hm_H3K9me2,0.905449
LOC6899016,Tm_H3K9me2,0.881529
LOC6899016,Hm_H4K20me3,0.667947
LOC6899016,Tm_H4K16AC,0.884738
LOC4817240,Hm_H4K16AC,0.690328
LOC4817240,Hm_H4K20me3,0.822878
LOC4817240,Hm_H3K9me2,0.898768
LOC4817240,Tm_H3K9me2,1.08897
LOC4817240,Tm_H4K16AC,0.863046
LOC4817240,Tm_H4K20me3,0.619492
LOC4816819,Tm_H4K20me3,0.809564
LOC4816819,Hm_H4K20me3,0.977973
LOC4816819,Hm_H3K9me2,0.985983
LOC4816819,Hm_H4K16AC,0.754446
LOC4816819,Tm_H3K9me2,1.25176
LOC4816819,Tm_H4K16AC,0.837476
LOC4813122,Tm_H3K9me2,2.46849
LOC4813122,Hm_H4K16AC,4.51246
LOC4813122,Hm_H4K20me3,0.920565
LOC4813122,Tm_H4K20me3,3.50083
LOC4813122,Hm_H3K9me2,0.988194
LOC4813122,Tm_H4K16AC,2.84987
LOC4802268,Tm_H4K20me3,1.7352
LOC4802268,Tm_H3K9me2,0.876795
LOC4802268,Hm_H3K9me2,1.19473
LOC4802268,Tm_H4K16AC,0.822827
LOC4802268,Hm_H4K20me3,1.52228
LOC4802268,Hm_H4K16AC,1.2804
LOC4801981,Hm_H4K16AC,0.902195
LOC4801981,Hm_H4K20me3,0.591675
LOC4801981,Tm_H3K9me2,0.99507
LOC4801981,Hm_H3K9me2,0.772408
LOC4801981,Tm_H4K16AC,1.05152
LOC4801981,Tm_H4K20me3,1.47012
LOC4805418,Hm_H4K20me3,0.636746
LOC4805418,Tm_H4K20me3,0.602621
LOC4805418,Tm_H4K16AC,1.07514
LOC4805418,Hm_H3K9me2,0.869991
LOC4805418,Hm_H4K16AC,1.05406
LOC4805418,Tm_H3K9me2,0.608899
LOC6902342,Hm_H4K16AC,1.4133
LOC6902342,Hm_H3K9me2,0.942192
LOC6902342,Tm_H3K9me2,0.868381
LOC6902342,Tm_H4K20me3,0.760227
LOC6902342,Hm_H4K20me3,0.699415
LOC6902342,Tm_H4K16AC,1.10246
LOC4812830,Hm_H4K16AC,2.28351
LOC4812830,Tm_H4K16AC,1.43973
LOC4812830,Hm_H4K20me3,1.18811
LOC4812830,Tm_H3K9me2,1.01095
LOC4812830,Hm_H3K9me2,0.946383
LOC4812830,Tm_H4K20me3,1.41232
LOC6898512,Hm_H4K20me3,0.844474
LOC6898512,Tm_H4K20me3,0.943504
LOC6898512,Hm_H3K9me2,0.851353
LOC6898512,Tm_H4K16AC,1.02559
LOC6898512,Tm_H3K9me2,0.854128
LOC6898512,Hm_H4K16AC,0.953415
LOC4801197,Hm_H4K16AC,0.607577
LOC4801197,Hm_H3K9me2,1.01722
LOC4801197,Tm_H4K20me3,0.712427
LOC4801197,Tm_H3K9me2,0.544553
LOC4801197,Tm_H4K16AC,0.903104
LOC4801197,Hm_H4K20me3,1.28157
LOC4812849,Tm_H3K9me2,0.938019
LOC4812849,Hm_H4K16AC,1.64856
LOC4812849,Hm_H3K9me2,1.0471
LOC4812849,Tm_H4K16AC,2.15581
LOC4812849,Hm_H4K20me3,1.0411
LOC4812849,Tm_H4K20me3,0.729271
LOC6899855,Tm_H3K9me2,1.68597
LOC6899855,Tm_H4K16AC,1.01771
LOC6899855,Tm_H4K20me3,0.777336
LOC6899855,Hm_H4K20me3,1.27045
LOC6899855,Hm_H3K9me2,1.12364
LOC6899855,Hm_H4K16AC,1.12058
LOC4813295,Tm_H4K16AC,1.09684
LOC4813295,Hm_H3K9me2,0.725474
LOC4813295,Tm_H4K20me3,0.898763
LOC4813295,Hm_H4K20me3,0.590244
LOC4813295,Tm_H3K9me2,0.902845
LOC4813295,Hm_H4K16AC,1.54954
LOC6900797,Hm_H4K20me3,0.648515
LOC6900797,Hm_H3K9me2,0.955403
LOC6900797,Tm_H4K16AC,1.23635
LOC6900797,Tm_H4K20me3,0.989118
LOC6900797,Hm_H4K16AC,1.82209
LOC6900797,Tm_H3K9me2,1.1367
LOC4812061,Tm_H3K9me2,0.651695
LOC4812061,Hm_H3K9me2,0.619574
LOC4812061,Hm_H4K20me3,0.436854
LOC4812061,Tm_H4K20me3,0.486397
LOC4812061,Hm_H4K16AC,1.03517
LOC4812061,Tm_H4K16AC,1.17446
LOC4801654,Hm_H3K9me2,0.890746
LOC4801654,Hm_H4K20me3,1.0689
LOC4801654,Tm_H3K9me2,0.920264
LOC4801654,Hm_H4K16AC,2.47249
LOC4801654,Tm_H4K16AC,0.935508
LOC4801654,Tm_H4K20me3,2.02441
LOC4803908,Tm_H3K9me2,0.997019
LOC4803908,Hm_H3K9me2,0.958931
LOC4803908,Hm_H4K20me3,1.23644
LOC4803908,Tm_H4K16AC,0.926374
LOC4803908,Tm_H4K20me3,2.28444
LOC4803908,Hm_H4K16AC,2.81108
LOC6898556,Tm_H4K16AC,1.20684
LOC6898556,Hm_H4K20me3,0.838371
LOC6898556,Hm_H3K9me2,0.983293
LOC6898556,Tm_H4K20me3,0.993104
LOC6898556,Hm_H4K16AC,1.75327
LOC6898556,Tm_H3K9me2,0.992083
LOC4817507,Tm_H4K20me3,0.79249
LOC4817507,Tm_H4K16AC,1.04263
LOC4817507,Hm_H4K20me3,0.631068
LOC4817507,Tm_H3K9me2,0.729549
LOC4817507,Hm_H3K9me2,0.762603
LOC4817507,Hm_H4K16AC,1.06729
LOC4803905,Tm_H3K9me2,0.832852
LOC4803905,Hm_H4K20me3,0.836509
LOC4803905,Tm_H4K16AC,1.19875
LOC4803905,Hm_H3K9me2,0.897092
LOC4803905,Tm_H4K20me3,1.2073
LOC4803905,Hm_H4K16AC,1.65535
LOC4817553,Tm_H3K9me2,1.15568
LOC4817553,Tm_H4K20me3,1.13828
LOC4817553,Hm_H4K16AC,1.3545
LOC4817553,Tm_H4K16AC,1.06791
LOC4817553,Hm_H3K9me2,1.37624
LOC4817553,Hm_H4K20me3,0.946223
LOC4802205,Tm_H3K9me2,0.782414
LOC4802205,Hm_H4K20me3,1.29738
LOC4802205,Tm_H4K16AC,1.07107
LOC4802205,Tm_H4K20me3,1.7705
LOC4802205,Hm_H4K16AC,2.18587
LOC4802205,Hm_H3K9me2,1.58007
LOC4813130,Tm_H3K9me2,1.1502
LOC4813130,Tm_H4K20me3,1.76161
LOC4813130,Tm_H4K16AC,2.00165
LOC4813130,Hm_H4K16AC,1.37042
LOC4813130,Hm_H4K20me3,1.06488
LOC4813130,Hm_H3K9me2,1.23206
LOC4813124,Tm_H4K16AC,2.26689
LOC4813124,Hm_H4K20me3,2.24986
LOC4813124,Tm_H4K20me3,1.99802
LOC4813124,Tm_H3K9me2,1.56245
LOC4813124,Hm_H4K16AC,2.09852
LOC4813124,Hm_H3K9me2,1.85191
LOC6900444,Hm_H3K9me2,1.26917
LOC6900444,Tm_H4K20me3,1.89248
LOC6900444,Tm_H3K9me2,1.2289
LOC6900444,Tm_H4K16AC,2.78384
LOC6900444,Hm_H4K16AC,2.42299
LOC6900444,Hm_H4K20me3,1.55329
LOC4804709,Hm_H3K9me2,1.09708
LOC4804709,Tm_H4K16AC,0.97665
LOC4804709,Hm_H4K20me3,1.34139
LOC4804709,Tm_H4K20me3,2.95963
LOC4804709,Tm_H3K9me2,1.332
LOC4804709,Hm_H4K16AC,3.26194
LOC4811784,Hm_H4K16AC,1.85796
LOC4811784,Hm_H4K20me3,0.989214
LOC4811784,Tm_H4K20me3,0.72268
LOC4811784,Tm_H3K9me2,1.74897
LOC4811784,Tm_H4K16AC,2.31952
LOC4811784,Hm_H3K9me2,0.945608
LOC4804418,Hm_H3K9me2,1.10663
LOC4804418,Tm_H4K16AC,1.00372
LOC4804418,Hm_H4K16AC,0.723549
LOC4804418,Hm_H4K20me3,1.21377
LOC4804418,Tm_H4K20me3,0.96628
LOC4804418,Tm_H3K9me2,0.845166
LOC117185001,Tm_H3K9me2,0.0262581
LOC117185001,Tm_H4K16AC,1.4398
LOC117185001,Tm_H4K20me3,0.0345329
LOC6901249,Tm_H4K16AC,0.00695768
LOC6901249,Tm_H4K20me3,0.0153043
LOC6901249,Tm_H3K9me2,0.372387
LOC6901805,Hm_H3K9me2,0.816318
LOC6901805,Tm_H3K9me2,0.759558
LOC6901805,Tm_H4K16AC,1.86889
LOC6901805,Hm_H4K20me3,0.585344
LOC6901805,Tm_H4K20me3,0.76387
LOC6901805,Hm_H4K16AC,2.22977
LOC4815862,Tm_H3K9me2,0.771174
LOC4815862,Hm_H4K20me3,0.355032
LOC4815862,Tm_H4K16AC,2.50531
LOC4815862,Hm_H4K16AC,1.59176
LOC4815862,Hm_H3K9me2,0.420644
LOC4815862,Tm_H4K20me3,0.614249
LOC6900472,Tm_H4K16AC,1.41365
LOC6900472,Tm_H3K9me2,1.08078
LOC6900472,Tm_H4K20me3,2.06282
LOC6900472,Hm_H4K20me3,1.45863
LOC6900472,Hm_H3K9me2,1.1612
LOC6900472,Hm_H4K16AC,3.3469
LOC4813498,Tm_H4K16AC,1.15295
