Gene,M_carcass_FPKM,M_testis_FPKM,Testis2carcass
LOC4811841,73.12181597,147.6531397,2.019276145
LOC4816540,0,0,1
LOC4817806,23.12119534,13.84670116,0.598874814
LOC4811774,16.45198701,2.151676845,0.130785279
LOC4815439,32.37148141,64.56131546,1.99438863
LOC4814890,10.94125531,7.732914132,0.706766656
LOC26533384,0.047471518,0.504639111,10.6301527
LOC4815869,1.736471113,1.365616651,0.786432239
LOC4815428,19.28699032,1.243898873,0.064494241
LOC6901137,90.26756786,143.8081105,1.593131546
LOC4818095,43.66798845,448.3550593,10.26736211
LOC4802468,17.77438084,44.71939069,2.515946382
LOC4804024,9.78434762,46.87941977,4.791266398
LOC4812948,17.40083077,8.550513522,0.491385391
LOC4811882,11.90425003,15.8097509,1.328076152
LOC4816868,57.08160399,2.203890495,0.038609487
LOC4817331,6.34716999,1.143168446,0.180106924
LOC4816869,4.917689703,28.67549465,5.831089708
LOC4804652,12.6591217,6.160131198,0.486616043
LOC4812614,24.45015187,4.127712213,0.168821571
LOC4817035,44.03539993,17.78547863,0.403890489
LOC4814106,4.958054492,1.040272931,0.209814903
LOC4801616,2.999750959,2.965756029,0.98866742
LOC4814405,22.89213401,16.22130552,0.708597364
LOC4811887,8.146440289,18.28073801,2.244015314
LOC4812205,16.35628813,4.374729248,0.267464717
LOC4814333,25.52692973,14.35907886,0.562507103
LOC4812816,20.49090637,6.065651563,0.296016787
LOC4802364,14.23983981,5.373515894,0.377357933
LOC4803874,13.56834504,17.08145687,1.258919681
LOC6899195,10.28502332,3.359661135,0.326655731
LOC26532888,0.2521107,0.062471972,0.247798782
LOC4818093,22.82934543,11.83801496,0.518543796
LOC4802560,86.66275195,169.4365913,1.955125894
LOC6899812,22.94738474,14.52902441,0.633145125
LOC4815318,16.3348939,0.174486065,0.01068186
LOC4814446,0,8.405474186,8405475.186
LOC4814473,65.0802998,5.013811689,0.077040404
LOC4800796,9.255023367,1.349467252,0.14580926
LOC4812322,52.87639295,0.127730499,0.002415662
LOC4815566,10.55071821,10.16930237,0.963849305
LOC4815852,16.87767644,11.91414731,0.705911601
LOC4816053,33.35630226,11.67509183,0.350011593
LOC6901878,30.3047971,8.403714079,0.27730642
LOC4815596,337.6736578,10.06316619,0.029801457
LOC4815830,13.39214506,1.36267897,0.101752174
LOC6897920,2.362391996,65.9414829,27.91300348
LOC6901158,26.31725882,16.22906878,0.616670196
LOC4815006,4.623748403,1.098530441,0.237584554
LOC4815767,11.83121601,17.12991023,1.447857074
LOC4814277,32.39299959,19.28373402,0.595305611
LOC4813776,11.34496736,0.656968159,0.057908417
LOC4815054,4.558365437,4.715157817,1.034396616
LOC4816403,70.96793255,3.077903662,0.043370358
LOC4804931,85.88305358,20.51265371,0.238844028
LOC6902133,7.813107358,50.85200025,6.50854934
LOC4814627,44.41676949,35.60386243,0.801586046
LOC4803689,45.53652092,295.3605967,6.486235339
LOC4818014,34.17073383,92.04404717,2.693651413
LOC4812043,0.051090349,0.792558562,15.51259794
LOC4812866,5.326898058,2.301898057,0.432127403
LOC4803052,0.087458813,126.495891,1446.331616
LOC4803102,7.479980762,14.0004789,1.871726475
LOC4818085,8.949678261,28.01051991,3.129779302
LOC4818066,2.669119551,1.784476941,0.668564011
LOC4811835,15.57524417,1.303842556,0.083712554
LOC4801557,146.7863885,13.0169237,0.088679371
LOC4815470,641.6276524,167.7078308,0.261378747
LOC4805144,9.246119181,35.18176465,3.805030106
LOC4817836,63.83645879,62.12453255,0.973182626
LOC4802057,11.94446323,4.141208513,0.346705339
LOC6896871,0.126108428,252.0773366,1998.877819
LOC6902833,0.055022777,45.51375579,827.1652589
LOC6902925,0.059269449,146.636251,2474.019601
LOC4814476,4.274235898,79.10935829,18.5084171
LOC6898870,6.19604004,2.433527751,0.392755428
LOC4812353,0.506231078,3.903725667,7.711338008
LOC4803042,3.483019788,3.74223663,1.074422996
LOC4803378,8.279482114,20.52082906,2.478515842
LOC4817738,9.401076834,2.76289824,0.293891752
LOC4803925,17.00676925,3.997208634,0.235036375
LOC6902742,6.03343266,10.24344072,1.697779788
LOC4802673,7.595977573,5.375532149,0.707681452
LOC4817198,6.539534723,13.05746216,1.996695746
LOC6896816,10.86411395,205.3425165,18.90098903
LOC4805081,0.137190295,4.905293988,35.75514763
LOC4802296,5.127986466,8.698871128,1.696352065
LOC4816804,41.4100579,31.59613203,0.763006233
LOC4800511,5.99834915,5.199752639,0.866863972
LOC4814553,1.213998325,1.810142495,1.491058074
LOC4800779,16.34528387,26.13195196,1.598745642
LOC4805307,17.26623121,11.61364101,0.672621674
LOC4800577,6.971768048,42.74160915,6.130669254
LOC6897379,0,0,1
LOC4815660,19.07951355,0.268479312,0.014071653
LOC6898570,25.00058492,21.94907509,0.877942467
LOC4812394,16.20186154,9.148452854,0.564654454
LOC4805743,7.668141339,2.399907374,0.312971287
LOC6899125,0.010568831,9.587231164,907.0373749
LOC6899126,2.448157482,2.124017943,0.867598629
LOC4802856,1.160982547,0.695509866,0.59907039
LOC6897824,0.86616477,0.703105926,0.811746378
LOC4814743,4.981689631,6.29973863,1.264578654
LOC4805485,6.746369491,0.93420861,0.138475883
LOC4800244,5.07238307,6.035623868,1.189899027
LOC4813701,57.48656216,13.2812141,0.231031642
LOC4804021,13.88807087,2.195350135,0.15807458
LOC4814094,25.11968989,37.57679766,1.495910074
LOC4816498,7.356710163,1.636807055,0.22249182
LOC4815245,4.284387079,2.527286402,0.589882932
LOC4811857,43.37444732,184.4495881,4.252494182
LOC4814190,87.33538877,3.95221578,0.045253325
LOC4803469,16.23414821,6.775792356,0.417379024
LOC4817584,1085.241087,19.94788278,0.018381062
LOC4804586,19.37570225,21.73276954,1.12165067
LOC4800797,68.17478406,0.22064418,0.003236463
LOC4801618,33.32296731,1.639267224,0.049193343
LOC4814712,29.06924139,5.817496961,0.200125545
LOC4813973,11.71182688,55.4731355,4.736505442
LOC4813008,34.27221637,23.69813345,0.691467791
LOC4811679,15.40955085,39.9054754,2.589658466
LOC4814051,13.78585495,6.302336739,0.457159698
LOC4802713,25.83117635,29.70918328,1.150128927
LOC4805369,50.69610183,4.354081056,0.085885932
LOC6901855,10.28624723,16.82436364,1.635617211
LOC4800961,7.102486674,1.040180792,0.146453164
LOC5495521,40.25708469,2.22198099,0.055194805
LOC4801106,40.61576522,37.81525037,0.931048578
LOC4805429,177.5162228,49.62717621,0.279564178
LOC4805170,36.20985855,3.987930965,0.11013387
LOC4817287,17.90813949,70.30659857,3.925957561
LOC4800508,29.03956874,23.21310886,0.799361356
LOC4803137,1331.759403,12.14150362,0.00911689
LOC4805072,26.2688972,1.434278842,0.054599924
LOC4816513,127.5904904,5.104993854,0.040010778
LOC4812562,9.361894459,2.563840617,0.273859244
LOC4815501,42.5724834,28.20894204,0.662609745
LOC4805134,1.932852189,2.035445019,1.053078439
LOC4804703,165.3869656,20.69179702,0.125111419
LOC6902810,9.893679467,8.610997978,0.870353455
LOC6900896,28.78968709,7.543572627,0.262023458
LOC6898738,9.553128882,0.561417285,0.058767995
LOC4817512,10.42062367,25.03615122,2.402557717
LOC6896689,18.01415009,2.229887625,0.123785385
LOC4803559,23.36829315,7.87171041,0.336854345
LOC4817396,7.260752915,0.530999239,0.073132934
LOC4815557,92.38835537,5.672346356,0.061396777
LOC6901237,1.514850009,0.94899025,0.626458473
LOC117183309,0.451441836,0,2.22E-06
LOC6898007,0,30.44495493,30444955.93
LOC6901619,7.029503894,6.841842115,0.973303699
LOC6900307,0,1.952839889,1952840.889
LOC6900996,0,0.91937739,919378.39
LOC4803351,28.76287599,44.54519936,1.548704616
LOC4817576,8.26939192,5.308422579,0.64193631
LOC4801272,46.0896164,0.074862272,0.001624298
LOC4813085,17.31507927,248.5457576,14.35429433
LOC6900181,19.30792384,5.664516948,0.293377874
LOC6896749,5.671610014,9.210234694,1.62391879
LOC4804711,141.2201047,117.2183123,0.830039835
LOC4801941,3.010811051,8.690366611,2.886386617
LOC4815678,163.036496,3.521197419,0.021597608
LOC4800371,56.64021719,5.840264829,0.103111641
LOC6896837,5.3630672,2.753382727,0.513397112
LOC4802325,143.9535814,9.223953795,0.064075896
LOC6900697,7.377361734,3.718200554,0.504001455
LOC4816883,139.4800436,41.94212981,0.300703451
LOC6902343,2.738371306,1.031385429,0.376642149
LOC4803950,3.175403266,2.820886596,0.888355422
LOC4800512,6.798687223,4.672599917,0.687279776
LOC4800515,248.0536097,50.9786991,0.205514848
LOC4804028,0,0,1
LOC4813593,22.61141401,0.021081077,0.000932364
LOC4815662,7.23908849,4.780658208,0.660395097
LOC4816051,1.615983395,0.253023166,0.156575872
LOC4816092,4.948704306,1.512283674,0.305591984
LOC4815887,0.043325075,59.51820989,1373.727283
LOC4804813,64.75662654,13.984191,0.215949973
LOC4804250,35.44011396,79.06799981,2.231031161
LOC4801432,7.561768919,9.045904163,1.196268236
LOC4813361,41.33069764,1.59678899,0.038634479
LOC4816526,98.95035883,9.698972107,0.098018573
LOC4802649,15.30274117,2.746442081,0.179473917
LOC4802752,15.62500503,11.26587104,0.721015532
LOC4816699,6.49978478,8.367150936,1.287296569
LOC4804664,8.412171868,23.66926539,2.813692343
LOC6897270,3.236019846,3.131681218,0.967757121
LOC4800746,4.371319235,14.48508405,3.313663669
LOC4812566,5.92806769,9.717735142,1.639275226
LOC4816639,0.618475498,0.120475101,0.194794954
LOC4802757,42.08381194,1.396796132,0.033190841
LOC6903542,63.20465473,72.03690875,1.139740561
LOC4813801,74.7052607,128.3640399,1.718273091
LOC4802887,19.20678489,42.92971958,2.23513298
LOC4816134,0.192699322,18.77179383,97.41444451
LOC4802700,11.04649737,3.976329014,0.359962939
LOC6897173,9.519097571,31.062861,3.263214659
LOC4816097,3.865828876,1.276044335,0.330083158
LOC4815688,318.0555466,7.093968744,0.022304185
LOC4815591,104.0246968,41.14166885,0.395499057
LOC4815824,62.22524425,14.43174021,0.23192743
LOC6901054,17.89955272,6.323714206,0.353288987
LOC6903640,556.6050329,100.357846,0.18030352
LOC4815635,7.740837101,19.12880507,2.471154392
LOC4815978,25.8450041,52.61952004,2.035964815
LOC4814983,1.65542111,9.18348506,5.547519272
LOC4816471,2.600365297,0.328094539,0.126172816
LOC4803847,19.45422339,2.435603433,0.125196687
LOC6898713,5.378242948,121.1817026,22.5318347
LOC4800521,18.81196828,4.01760668,0.213566566
LOC4817716,6.400291828,8.982221675,1.403408081
LOC6902496,0.227573856,423.1076559,1859.202127
LOC6900207,0.889395804,486.4564358,546.9509613
LOC4812365,2.421394583,9.83310782,4.060926224
LOC4800805,23.81624145,0.217609812,0.009137076
LOC4803994,8.867267433,31.07560557,3.504529812
LOC4818035,3.807294204,1.364931001,0.358504379
LOC4817988,11.13679185,3.155783224,0.283365621
LOC4815072,32.47107038,37.09780486,1.142487891
LOC6902540,37.30133016,7.324406682,0.19635781
LOC6900027,125.4817521,49.97458256,0.398261758
LOC6897853,25.84909088,1.433928871,0.055473124
LOC4813584,5.881410686,3.094648996,0.526174694
LOC4816714,7.804064231,3.754465359,0.481091104
LOC4804355,3.5562776,1.155807662,0.325005094
LOC4804512,4.94079364,0.211820871,0.042872025
LOC4816395,0.067831941,25.53761667,376.4781109
LOC4803394,18.63588006,65.98956457,3.54099521
LOC4813809,9.91228657,12.47551897,1.258591408
LOC6901211,11.70735691,1.944916367,0.166127779
LOC4800885,1.414774928,1.472931358,1.04110646
LOC4800884,0.777975448,1.02175046,1.313344976
LOC6898252,7.436625541,0.730748248,0.09826354
LOC4803811,20.08906811,1.862947363,0.092734429
LOC4817797,15.44309015,8.215920904,0.532012783
LOC4804236,10.13641475,5.083264019,0.50148545
LOC4813879,29.90071768,5.952963754,0.199091026
LOC4813105,36.82450236,47.55449296,1.291381814
LOC4803655,4.220170645,5.597918958,1.326467364
LOC4801927,10.40585872,33.4939824,3.218761765
LOC117184221,0,0.139196563,139197.563
LOC4816118,13.30698692,21.05669134,1.582378557
LOC4802248,4.570557319,1.596956129,0.349400887
LOC4802169,10.46912698,4.467387507,0.426720212
LOC4804518,138.5810138,16.38341397,0.118222651
LOC6901184,7.803061124,16.99884574,2.178484096
LOC4801561,23.55694322,30.28151976,1.285460477
LOC4800465,6.967841532,88.94046605,12.76441978
LOC4816964,76.60039221,11.21034384,0.146348398
LOC4815932,89.64376195,2.418803365,0.026982406
LOC4817807,51.0903587,0.316178986,0.006188643
LOC4812637,9.22459044,26.35444732,2.856977297
LOC6897136,19.14827483,154.0979515,8.047615038
LOC4817251,168.6739246,16.39160267,0.097179239
LOC6901555,37.62696305,11.10893534,0.29523871
LOC4804663,41.08034454,1.858500803,0.045240657
LOC4804821,4.658064861,0.077195698,0.016572694
LOC4804487,21.79313432,28.81920699,1.322398433
LOC4803182,2.89597243,31.73210619,10.95731987
LOC4811905,9.143158074,5.890371273,0.644238192
LOC4814119,5.799302454,5.667436652,0.977261786
LOC4817488,1.277593332,2.151282571,1.683854974
LOC4816447,17.81225965,34.04882102,1.911538501
LOC4816443,23.20300947,1.376547186,0.059326275
LOC4818172,68.68607506,15.16821234,0.22083389
LOC4818061,15.91574525,22.50674047,1.414117887
LOC4816315,6.02696466,0.031797599,0.005276054
LOC4816334,0,21.43582972,21435830.72
LOC4817491,12.30682703,0.81862811,0.066518286
LOC4817713,0.096572845,1.385750381,14.34913747
LOC4816460,159.6650943,2.367289251,0.014826598
LOC4818124,15.67017315,2.638725542,0.168391654
LOC4816298,12.7002644,17.79396983,1.401070786
LOC4816328,0.147814866,65.38711035,442.3551609
LOC4816759,31.94584527,0.057486429,0.001799528
LOC4816702,215.4618601,0.077300508,0.000358771
LOC4816357,256.9424539,0.278588008,0.001084247
LOC4816527,14.14496148,7.524906231,0.531984955
LOC4816480,16.43962558,3.212675933,0.195422744
LOC4816407,42.58499669,63.63578687,1.494324089
LOC4816285,35.33911207,14.3412399,0.405817794
LOC4816402,20.91366171,0.391475161,0.01871868
LOC6902702,245.1746658,9.092175003,0.037084484
LOC4816330,1.291858579,29.51740875,22.84877569
LOC6903420,37.29172416,6.242173923,0.167387668
LOC4815607,6.375165866,1.020305604,0.160043906
LOC117183508,47.59514687,65.45330122,1.375209557
LOC13036504,22.51464078,32.22176953,1.431147377
LOC6898520,0.138830622,226.7050126,1632.949402
LOC4804557,0.080626852,83.5796366,1036.610002
LOC4804350,0.471357702,7.999464498,16.97107842
LOC4804351,12.97365627,0.687717245,0.053008819
LOC4804849,58.08546212,2.112033157,0.036360804
LOC117184609,0.032970655,19.02455005,576.9971507
LOC117184264,0.141960372,187.3464054,1319.699882
LOC4817302,0.073773567,986.2905286,13368.9775
LOC4816745,30.65208044,27.52166134,0.897872544
LOC4812779,0.266526231,0,3.75E-06
LOC4814174,62.70124403,7.741523303,0.123466835
LOC4803403,22.4714359,57.47019108,2.557477403
LOC4813094,39.03243188,42.59661223,1.091313303
LOC4804437,26.21146175,2.619585312,0.099940485
LOC6902678,3.087130526,1.389630862,0.450136915
LOC4816625,3.361300636,0.211599579,0.062951976
LOC4800386,67.89411079,3.232862264,0.047616254
LOC4802340,2.957151408,1.812033768,0.612763401
LOC4812821,25.98872668,10.33741556,0.397765396
LOC4816505,5.343653328,0.853028097,0.159634034
LOC4802391,116.9367659,47.38018598,0.405177843
LOC4813954,197.7447743,49.12394269,0.248420944
LOC4812653,32.88621309,18.08658617,0.549974744
LOC6897738,0.088412085,207.2464024,2344.069361
LOC6897737,0,40.45487967,40454880.67
LOC4804061,0.020945502,53.98129256,2577.102982
LOC6902767,3.708740649,1.222382129,0.329595115
LOC4803538,16.13272886,36.47039793,2.260646478
LOC4801560,63.74957437,119.2443819,1.870512583
LOC4814835,59.74092725,15.10175303,0.252787402
LOC4813728,0.085763506,68.77608056,801.9177716
LOC4801514,0.309420678,169.5734317,548.0334597
LOC4815737,65.56070779,11.4598678,0.174797817
LOC4804886,75.83145988,149.2910783,1.968722184
LOC4801666,69.72761102,66.92516328,0.959808637
LOC6898325,95.51033228,292.7199454,3.064798712
LOC4802064,42.53095519,45.31504786,1.065460383
LOC4800576,58.94290996,92.8436246,1.5751449
LOC6896824,46.93724919,34.62736824,0.737737492
LOC4812627,86.98065676,29.00664611,0.333483879
LOC4816679,74.44040644,93.34935292,1.254014548
LOC4813337,55.10982809,38.16270937,0.692484644
LOC6899764,736.0649874,480.0483482,0.652182018
LOC4811994,48.95729723,0.178296613,0.003641901
LOC4817235,2.502825301,34.22177343,13.67325188
LOC4816164,29.13589312,19.25758161,0.660957324
LOC4816903,23.51249971,0.25165051,0.010702882
LOC4817726,6.241332465,6.464264817,1.035718705
LOC4803026,13.36962944,14.40430363,1.077389887
LOC4802232,10.66121028,8.13757769,0.76328838
LOC4800769,18.44841555,18.41998344,0.998458832
LOC6898393,434.4316867,325.4759936,0.74919948
LOC4804693,5.099965077,0.445768403,0.087406347
LOC4805373,4.870281648,1.199192946,0.246226766
LOC4805374,17.13385579,7.908713376,0.461584013
LOC4805378,5.204495875,0.347135073,0.066699257
LOC4805377,7.32176848,4.47504786,0.611197726
LOC4814985,36.68013784,56.69531789,1.545668056
LOC4802200,87.21393487,7.873605415,0.090279224
LOC4803599,19.81270283,46.25038905,2.334380529
LOC4800611,14.69120466,106.4287255,7.244383405
LOC4817955,0.042278634,92.27444606,2182.479791
LOC4817490,13.89247308,0.248520726,0.017888947
LOC4817878,0,116.2698216,116269822.6
LOC4817094,64.50993795,6.81437323,0.105632936
LOC4818126,0.105103222,254.1068114,2417.665136
LOC4818127,0.153687402,282.8132489,1840.17302
LOC4816277,0.090514654,46.56102384,514.397487
LOC4816495,0,0,1
LOC4816391,0,43.05129246,43051293.46
LOC4816478,0,56.28063267,56280633.67
LOC4818060,3.714970623,3.45299261,0.929480481
LOC4816419,3.478605735,1.914582187,0.550387938
LOC117183914,29.73776843,91.23749077,3.068067765
LOC4817851,0.068176609,0.030871272,0.452821278
LOC4816300,16.37956697,0.033740398,0.002059969
LOC4817854,0.503103692,0.162245487,0.322490507
LOC4817920,3.705767847,0.985850406,0.266031543
LOC4816293,0.065369771,49.88647106,763.1311536
LOC4816370,0,135.602878,135602879
LOC4818103,0.022611032,17.01243426,752.3620725
LOC6901710,6.328902122,1.848928281,0.292140557
LOC4818057,4.724203168,0.529873632,0.112161671
LOC4816287,0.042151432,62.46286789,1481.833101
LOC6901588,0.598433208,135.0790588,225.7208194
LOC4817761,21.01974552,17.93426611,0.853210437
LOC6903293,2.931498265,0.364845532,0.124457317
LOC4817756,2.230227016,5.502841452,2.467390066
LOC6903115,0.26140779,151.8211692,580.7806625
LOC117184163,0.045912266,27.40612571,596.9108459
LOC6902669,0,2.380985223,2380986.223
LOC4816684,0.162567459,313.3433358,1927.454683
LOC4816683,0.103367174,206.7373041,2000.00926
Trnaq-cug,0,0,1
LOC6902690,8.922345579,4.161007384,0.466358076
LOC4816579,10.79201265,6.601737242,0.611724415
LOC4818082,13.67002254,5.188762931,0.379572421
LOC4816291,4.780351508,33.38314054,6.983405823
LOC4816318,6.081325374,3.169633349,0.521207736
LOC4816294,0.019763385,59.58497371,3014.7649
LOC4816634,15.8812695,0.26218419,0.016509082
LOC6902706,0.095003871,2.650369044,27.89720165
LOC4816588,0.50811931,0.020958615,0.041249316
LOC6901699,103.7462555,0.014489545,0.000139673
LOC6899232,0.027428634,121.403407,4425.994459
LOC6903436,0.166307656,158.2962758,951.8222346
LOC6903428,0.210707975,264.201375,1253.868642
LOC6899288,0.130474519,261.4251384,2003.633643
LOC4816623,56.54148413,1.677011417,0.029659858
LOC4816666,13.6368163,0,7.33E-08
LOC6902543,0.099876512,0,1.00E-05
LOC4816329,0,0.020096882,20097.882
LOC4816346,0,0.015794993,15795.993
LOC4816542,11.81524958,0.02848913,0.002411301
LOC4816280,12.77830199,0.031548586,0.002468997
LOC4816506,18.81493985,0.025172265,0.00133794
LOC6903149,0.904707489,5.658530686,6.254535859
LOC4803928,38.58259845,5.178832695,0.134227185
LOC4805504,59.23057143,2.752773863,0.046475574
LOC4814121,16.22701871,4.587779701,0.282724788
LOC4805188,0.259046272,0.019585,0.075607822
LOC4816566,15.57446757,42.2733758,2.714274109
LOC4801123,32.32821016,30.99568419,0.958781327
LOC4815049,34.11987749,32.69533989,0.958249043
LOC4816737,31.37735087,7.453113346,0.237531656
LOC4813969,9.447983946,3.920396536,0.414945362
LOC6903395,1.228264167,0.608302453,0.495254176
LOC4812962,3.007598743,8.64179419,2.873319567
Trnas-cga,0,0,1
Trnas-cga-2,0,0,1
Trnas-cga-3,0,0,1
Trnas-cga-4,0,0,1
Trnas-cga-5,0,0,1
LOC4814900,10.18557275,10.70944154,1.051432428
LOC4804121,27.593559,6.923848032,0.250922644
LOC4802409,92.8694179,39.39366322,0.424183382
LOC4816205,55.67059066,3.977762545,0.071451792
LOC4801207,29.17617271,145.8834634,5.000088972
LOC4811847,5.829275537,1.699488567,0.291543823
LOC4802803,0.413806075,142.7630443,344.9990438
LOC4813450,0.23146156,0.025055484,0.108252859
LOC4812169,49.68397908,25.95455843,0.52239292
LOC5614322,5.558926691,0,1.80E-07
LOC4814933,5.678988489,0.02775122,0.004886824
LOC4804677,13.05343931,3.048251583,0.233521011
LOC4815779,17.18596083,2.356701639,0.137129517
LOC4804680,14.3794333,99.17363009,6.896907696
LOC6899108,0.132689414,118.0148203,889.3997507
LOC4801928,6.413169104,3.653090397,0.569623343
LOC4812360,5.314044222,0.022850387,0.004300187
LOC4805087,165.426115,10.0103737,0.060512662
LOC4803632,402.7706034,106.004612,0.263188554
LOC6896818,0.136792304,22.65585949,165.6211217
LOC4811999,19.14462843,55.61713612,2.905103874
LOC4817180,22.66198428,5.63345861,0.248586324
LOC117183615,8.849485033,0.38294399,0.043273133
LOC4814092,7.980137702,2.943518875,0.368855729
LOC4812856,1.581541184,0.511569687,0.323463194
LOC4814013,15.07023372,11.42912056,0.758390415
LOC4813460,54.52533644,62.66525401,1.149286881
LOC4813878,8.486657031,15.25321074,1.797316645
LOC4816105,5.776315314,0.848157994,0.14683389
LOC4805585,13.7211863,1.863739421,0.135829384
LOC4815668,22.18929465,16.00772439,0.721416562
LOC4805313,148.2063021,437.9313047,2.954876389
LOC6902797,5.968401843,0.393962894,0.066008261
LOC4805705,10.61285975,20.26263368,1.909252855
LOC4813771,15.70419054,7.87402749,0.501396616
LOC4801148,80.79408375,14.30709772,0.177081017
LOC6898246,0.122396734,220.9079227,1804.836704
LOC4803794,0.031215066,61.46612165,1969.054077
LOC4801378,11.84451764,65.30454977,5.513482883
LOC4813963,62.06933559,32.3316341,0.520895451
LOC4818128,191.1744069,210.8721361,1.103035388
LOC6903065,0.05904785,0.493956158,8.36522909
LOC4812368,3.391836348,0.160766308,0.047398295
LOC4801127,0.938174382,0.072161264,0.07691767
LOC6897154,0,0.020744932,20745.932
LOC6897735,0.02282932,0.935097947,40.95864327
LOC4813665,1328.576489,2.95210896,0.00222201
LOC4817114,27.42415882,24.62576601,0.89795885
LOC4803873,15.22426998,9.164843566,0.601989059
LOC4800464,311.0587668,76.53512937,0.246047173
LOC4805596,0.035489474,104.1845585,2935.564014
LOC4815772,40.31881523,25.43466806,0.630838686
LOC4801786,14.21482038,10.20495783,0.717909748
LOC6901779,11.48303257,1.472830479,0.128261532
LOC4803456,176.2397504,72.9301808,0.413812328
LOC4803454,165.9392775,347.8452427,2.096220056
LOC4803452,108.0828837,9.102606046,0.084218765
LOC4800835,10.91653788,140.019906,12.82640116
LOC4812209,17.07854556,25.53951034,1.495414803
LOC4815080,0,0.022978197,22979.197
LOC6901406,1.353467439,2.373344926,1.753528828
LOC4815198,22.70381217,2.626513812,0.115686065
LOC4815398,0.022802834,0,4.39E-05
LOC4815399,0.202198042,0.027712068,0.137058355
LOC4814408,0.119330949,24.41070427,204.561355
LOC4815551,0.08275744,143.5471251,1734.531559
LOC4815524,0.036796153,0.193392722,5.255670827
LOC4815831,0.109314118,0.126618589,1.158298975
LOC4815573,16.65072518,1.290405247,0.077498497
LOC4815475,0.028800066,0.050038692,1.737425016
LOC4815152,32.39270736,12.40118664,0.382838863
LOC6901836,0.315668134,0.032418576,0.102701128
LOC6901839,115.0064636,2.45368028,0.02133516
LOC4815012,93.07802271,27.33290367,0.293655834
LOC4811715,0,6.239490929,6239491.929
LOC6901280,0,0,1
LOC4815100,0,0,1
LOC6901281,0,2.055589876,2055590.876
LOC4815060,0,1.074523074,1074524.074
LOC4814606,0.054553616,0,1.83E-05
LOC4815300,79.86186861,4.024390095,0.050391897
LOC4814820,0,0,1
LOC4815206,0.034517333,84.94050137,2460.735902
LOC6902823,0.258900349,357.6759326,1381.514371
LOC6903582,0,228.6238043,228623805.3
LOC4815646,0.187637079,328.6095423,1751.294541
LOC6903161,0.099737285,21.32591009,213.818706
LOC4802742,38.26594157,165.8793817,4.3349091
LOC6902239,0.837708802,1.242406462,1.483100066
LOC4815899,7.698308808,0.681760925,0.088559949
LOC4815900,28.7747981,12.15521195,0.422425641
LOC4815811,13.53334091,53.00160349,3.916372233
LOC4814504,3.545349655,1.794036762,0.506025479
LOC4814503,0.398553203,43.37904191,108.8410124
LOC4814438,3.204626936,0.977063536,0.304891724
LOC4815909,52.14224416,76.16152716,1.46064919
LOC4815227,0.071350358,4.712052516,66.04013775
LOC4815267,10.62406343,1.189767597,0.111988082
LOC4815270,2.420382111,12.68658604,5.241561545
LOC4814738,46.65976359,10.95725605,0.234833098
LOC6898539,16.14183915,19.59471666,1.213908543
LOC4814737,14.15862358,1.343621726,0.094897828
LOC4815249,2.149680401,1.804336261,0.839351013
LOC4815107,6.298571952,4.959827043,0.787452663
LOC4814415,0,2.621708945,2621709.945
LOC6901131,0.044068071,0.098584144,2.237059739
LOC26532027,0.037198705,459.4491959,12350.88294
LOC4814366,0.025350883,21.85117806,861.9154258
LOC4816016,24.20373653,2.297676221,0.094930678
LOC6902033,9.086755825,0,1.10E-07
LOC4815071,133.8192324,38.66228885,0.288914298
LOC4815358,7.064369115,2.500214197,0.353919055
LOC4815125,3.911846516,2.834943424,0.724707293
LOC4815266,3.785546334,2.238160686,0.591238595
LOC4815756,8.81203121,17.69341602,2.007870216
LOC4816022,59.98637247,83.88233782,1.39835656
LOC4815433,0.013851308,0.093185095,6.727116749
LOC4803824,0.104259084,330.4705253,3169.674454
LOC4814558,25.96467167,14.00459154,0.539371041
LOC4815351,2.081583108,1.262975741,0.60673827
LOC4815280,15.88112598,0.094216751,0.005932687
LOC4815476,2.772749665,208.4189212,75.16684599
LOC4815746,7.807896292,18.21879127,2.333380114
LOC4815989,0.05137576,445.8588962,8678.221318
LOC4805685,115.1088265,7.138877137,0.062018511
LOC4816047,0,31.23739057,31237391.57
LOC4816010,0.033124087,4.270024186,128.9060825
LOC4814562,7.753686933,0.99371488,0.128160417
LOC4814666,13.99067724,1.736536409,0.124121031
LOC4814913,0.089839171,23.55403925,262.1771521
LOC6902056,0.196715787,60.26290359,306.3434766
LOC4816049,0.583397773,0.173551625,0.297485413
LOC4815771,0.102198448,50.6773551,495.86722
LOC4815783,3.494997975,83.35865081,23.85083727
LOC4815916,0.240406457,404.1869999,1681.258166
LOC4815637,0.15436312,228.2627513,1478.729338
LOC6902043,0.116974885,8.76336297,74.91598764
LOC4815888,6.39522908,2.820638768,0.441053681
LOC4814969,5.640965285,0.929146638,0.164714269
LOC6901746,6.386719694,0.108834431,0.017040894
LOC4815002,29.55814466,8.236111882,0.278641055
LOC4815572,6.872704741,5.496611948,0.799774231
LOC4815571,68.83080015,1.504574996,0.021859051
LOC6902306,23.67346187,2.338115428,0.09876529
LOC4815587,1.818275252,0.242554772,0.133398746
LOC4815586,33.51358393,5.389704488,0.160821515
LOC4815708,0.216519392,17.82206472,82.31125757
LOC4815707,12.31980433,9.787646126,0.794464431
